machine_id,time,status,brand,usage_rate,temp_avg,age_machine,env_humidity,maintenance_freq,operator_experience,shock_events
7632,55.7,1,Gamma,0.61,55.8,4,86.5,1.38,3,1
7633,632.0,1,Alpha,0.34,66.7,8,50.5,1.41,4,0
7634,339.8,0,Gamma,0.4,68.5,8,65.6,1.64,3,0
7635,1001.0,0,Alpha,0.47,64.8,4,41.9,0.94,3,0
7636,220.0,1,Beta,0.37,62.7,2,41.8,1.47,3,1
7637,24.4,1,Beta,0.86,68.8,7,40.6,1.32,4,1
7638,174.0,1,Gamma,0.55,64.3,3,89.4,1.25,3,1
7639,143.2,1,Beta,0.56,64.2,6,38.7,0.71,2,0
7640,623.9,1,Gamma,0.67,58.6,9,73.0,1.87,2,0
7641,353.6,0,Gamma,0.66,51.7,5,70.3,1.47,4,0
7642,78.0,1,Gamma,0.88,70.2,2,38.5,1.02,2,1
7643,148.1,1,Alpha,0.33,64.5,4,62.5,0.78,3,1
7644,575.8,0,Alpha,0.79,65.6,6,50.4,1.7,3,1
7645,91.5,1,Beta,0.73,55.7,5,37.5,1.48,5,1
7646,1094.5,0,Gamma,0.56,67.3,8,44.3,1.93,2,0
7647,1081.7,0,Beta,0.37,51.8,8,88.4,1.12,5,0
7648,557.6,1,Beta,0.52,57.6,1,62.2,1.3,3,0
7649,66.0,1,Beta,0.84,65.1,1,39.2,1.47,4,1
7650,15.7,1,Beta,0.57,64.9,4,54.8,0.59,2,1
7651,195.9,1,Beta,0.38,66.7,5,74.6,1.48,2,0
7652,3.9,1,Alpha,0.44,65.2,8,83.1,0.82,2,2
7653,93.7,1,Alpha,0.58,70.3,3,56.7,1.04,3,0
7654,89.1,1,Gamma,0.36,64.0,10,64.4,1.09,2,0
7655,299.9,1,Alpha,0.71,63.6,7,81.6,0.94,3,1
7656,120.2,1,Gamma,0.87,61.9,7,49.6,0.72,3,1
7657,156.2,1,Beta,0.37,63.3,4,51.4,1.59,4,0
7658,380.2,1,Gamma,0.73,64.1,10,33.1,1.54,4,0
7659,17.5,1,Alpha,0.57,65.4,5,41.6,1.52,3,1
7660,891.5,0,Alpha,0.56,66.7,7,64.3,1.94,4,0
7661,76.2,1,Gamma,0.77,71.5,4,61.4,0.68,3,0
7662,68.6,1,Alpha,0.85,63.5,5,36.5,1.82,3,2
7663,484.1,1,Alpha,0.66,70.2,9,67.4,1.07,2,0
7664,477.4,1,Gamma,0.72,61.0,7,38.2,0.8,2,0
7665,58.7,1,Beta,0.62,65.0,10,33.4,0.55,3,0
7666,336.1,1,Alpha,0.65,61.9,3,46.8,1.88,3,0
7667,859.5,0,Alpha,0.45,58.1,4,44.7,1.01,2,0
7668,850.6,0,Gamma,0.38,69.0,1,77.0,1.41,4,1
7669,785.0,1,Gamma,0.65,59.4,8,43.5,0.84,4,0
7670,213.1,1,Beta,0.36,61.5,5,43.1,1.37,3,0
7671,256.4,1,Gamma,0.7,73.8,6,47.0,0.64,2,0
7672,42.4,1,Beta,0.79,60.2,8,84.0,1.53,4,1
7673,21.4,1,Gamma,0.85,65.5,4,37.2,1.19,3,0
7674,83.8,1,Beta,0.64,68.2,9,76.7,0.47,2,1
7675,157.2,1,Beta,0.49,56.3,2,35.8,1.01,3,0
7676,110.3,1,Alpha,0.53,58.8,10,59.4,0.7,3,0
7677,444.3,1,Gamma,0.3,57.7,10,33.9,2.02,3,0
7678,38.5,1,Beta,0.52,80.2,10,61.3,1.14,2,1
7679,759.0,0,Beta,0.72,69.8,2,40.5,1.75,3,2
7680,313.8,1,Alpha,0.53,68.7,4,34.5,0.6,2,0
7681,854.4,1,Gamma,0.9,67.6,5,73.2,2.11,4,2
7682,117.5,1,Beta,0.39,67.6,10,45.6,1.38,3,0
7683,306.2,1,Beta,0.65,64.4,3,64.7,1.0,3,0
7684,203.0,1,Beta,0.32,60.8,10,74.5,1.69,3,1
7685,134.5,1,Beta,0.78,66.5,8,80.0,1.47,2,0
7686,430.1,1,Alpha,0.71,60.5,3,36.3,0.69,3,0
7687,515.5,1,Beta,0.47,64.7,1,73.7,1.58,4,0
7688,187.8,1,Gamma,0.87,59.4,9,59.5,1.63,2,0
7689,320.9,1,Gamma,0.85,62.3,1,46.0,1.02,2,1
7690,338.0,1,Gamma,0.77,65.7,4,76.8,1.69,4,1
7691,507.7,1,Gamma,0.58,65.4,2,79.0,2.01,3,0
7692,72.1,1,Beta,0.56,66.4,2,82.0,0.63,2,0
7693,125.4,1,Alpha,0.89,56.8,5,70.8,0.67,2,1
7694,236.9,1,Gamma,0.67,71.0,9,40.6,0.78,2,1
7695,266.0,1,Gamma,0.6,60.8,1,44.0,1.09,3,0
7696,1045.3,0,Beta,0.52,63.7,5,49.7,1.79,3,0
7697,20.8,1,Beta,0.81,71.0,7,85.8,1.16,3,1
7698,357.4,1,Beta,0.34,51.4,2,42.8,1.43,3,0
7699,293.0,1,Beta,0.54,59.5,1,62.0,1.05,3,0
7700,163.7,1,Gamma,0.85,59.8,9,81.5,1.02,3,1
7701,372.3,0,Gamma,0.87,69.7,3,47.6,1.51,3,1
7702,162.9,1,Gamma,0.78,74.1,3,33.5,2.01,4,1
7703,411.0,1,Alpha,0.53,59.3,10,55.4,1.43,3,2
7704,167.6,1,Beta,0.4,70.4,2,81.2,0.77,3,0
7705,74.4,1,Alpha,0.66,59.2,7,62.6,0.54,3,0
7706,185.0,1,Beta,0.81,59.4,5,71.9,1.78,2,0
7707,347.9,0,Gamma,0.57,58.6,3,34.3,1.13,4,0
7708,46.5,1,Beta,0.76,63.3,10,31.3,1.67,3,1
7709,616.2,1,Beta,0.73,55.0,10,32.3,1.64,3,0
7710,28.4,1,Beta,0.86,59.7,10,48.1,1.75,3,2
7711,1100.5,0,Gamma,0.5,63.0,2,59.2,0.79,3,0
7712,178.5,1,Beta,0.54,63.0,5,38.7,0.5,2,0
7713,839.1,0,Gamma,0.8,64.8,9,49.3,2.01,3,0
7714,165.8,1,Gamma,0.73,67.4,3,37.1,0.62,2,1
7715,244.7,1,Alpha,0.6,64.7,2,63.7,1.44,3,1
7716,32.4,1,Gamma,0.61,76.0,6,50.4,0.69,3,0
7717,840.4,1,Alpha,0.6,63.2,2,39.3,0.51,2,2
7718,298.3,1,Gamma,0.41,78.2,1,68.6,2.04,3,0
7719,175.7,1,Alpha,0.52,69.1,5,69.5,1.29,3,0
7720,40.4,1,Alpha,0.54,51.0,10,58.3,1.13,3,0
7721,883.8,1,Gamma,0.71,64.9,10,80.7,1.3,3,1
7722,262.7,1,Alpha,0.86,61.4,8,60.1,1.06,3,2
7723,48.2,1,Beta,0.85,71.7,2,71.6,0.67,3,1
7724,490.1,1,Alpha,0.8,72.2,7,35.8,1.61,4,0
7725,46.4,1,Beta,0.71,72.4,8,31.5,1.7,4,1
7726,338.1,1,Gamma,0.78,63.3,2,63.0,1.86,4,1
7727,401.4,1,Beta,0.7,66.0,3,68.7,1.51,4,0
7728,114.3,1,Gamma,0.86,64.6,6,66.8,1.04,3,2
7729,582.6,0,Alpha,0.51,72.9,9,72.8,0.81,4,0
7730,47.8,1,Gamma,0.3,69.0,9,69.3,1.44,4,0
7731,155.7,1,Gamma,0.76,62.0,2,59.2,1.52,1,1
7732,120.8,1,Alpha,0.4,64.9,1,36.8,1.04,2,0
7733,711.6,0,Alpha,0.58,58.3,2,71.2,1.95,2,1
7734,426.5,0,Beta,0.52,61.8,2,49.3,1.19,3,0
7735,173.5,1,Beta,0.72,61.7,2,53.9,1.25,4,1
7736,285.5,1,Gamma,0.53,59.2,2,40.7,0.56,3,1
7737,479.8,0,Gamma,0.43,63.1,3,52.4,1.45,3,0
7738,398.2,1,Beta,0.68,72.2,6,89.0,1.75,4,1
7739,100.6,1,Beta,0.43,66.2,10,78.3,0.56,4,1
7740,907.2,0,Gamma,0.58,63.3,1,32.1,1.43,3,0
7741,135.7,1,Beta,0.49,62.8,10,72.0,1.21,3,0
7742,18.4,1,Beta,0.77,60.9,6,42.2,1.54,3,1
7743,180.1,1,Beta,0.53,64.1,8,88.8,1.31,1,2
7744,327.0,0,Alpha,0.56,60.3,2,52.0,0.55,3,0
7745,543.0,1,Beta,0.36,64.7,5,50.0,0.56,3,0
7746,500.0,1,Alpha,0.55,60.2,2,75.7,1.36,3,1
7747,257.8,1,Gamma,0.68,70.7,5,58.7,0.69,3,0
7748,47.1,1,Gamma,0.77,72.4,6,72.0,1.07,2,0
7749,457.1,0,Gamma,0.37,64.4,3,63.0,1.43,3,0
7750,177.1,1,Beta,0.81,65.9,8,89.7,0.83,3,0
7751,79.0,1,Alpha,0.8,63.8,9,42.6,1.54,3,0
7752,0.8,1,Beta,0.33,61.4,9,38.2,1.23,2,0
7753,69.9,1,Alpha,0.74,60.7,2,64.1,0.93,2,0
7754,468.6,0,Gamma,0.5,61.8,5,60.0,1.98,4,1
7755,143.7,1,Beta,0.74,63.0,1,88.9,0.47,3,2
7756,849.2,0,Beta,0.34,68.5,2,88.3,1.74,4,0
7757,306.6,0,Beta,0.77,67.7,7,69.9,0.84,3,0
7758,459.7,1,Alpha,0.47,66.5,9,64.9,1.71,3,0
7759,399.9,0,Gamma,0.65,74.2,2,81.1,1.82,4,2
7760,451.4,1,Alpha,0.6,62.0,6,89.1,1.62,4,0
7761,694.6,1,Beta,0.83,66.7,5,55.8,0.91,3,0
7762,481.9,1,Beta,0.38,71.0,8,35.0,1.0,3,0
7763,67.4,1,Gamma,0.78,66.7,9,68.2,0.93,3,0
7764,54.9,1,Alpha,0.64,67.1,6,40.5,0.97,3,0
7765,34.1,1,Beta,0.58,59.3,6,42.3,1.45,2,1
7766,396.1,1,Gamma,0.61,61.2,6,58.7,2.2,4,0
7767,431.4,0,Gamma,0.66,67.2,3,58.6,1.36,3,0
7768,411.1,1,Beta,0.79,65.1,9,74.5,1.17,3,0
7769,145.4,1,Beta,0.41,60.4,2,71.4,1.21,3,0
7770,96.6,1,Alpha,0.63,68.0,6,32.1,0.58,3,0
7771,719.0,1,Alpha,0.66,70.6,7,65.4,0.63,4,0
7772,426.5,1,Beta,0.83,62.0,7,35.8,0.52,3,0
7773,322.0,1,Beta,0.88,73.6,1,85.7,0.52,1,2
7774,188.8,1,Alpha,0.52,66.4,9,36.2,2.0,4,1
7775,75.9,1,Alpha,0.58,70.3,3,51.5,1.12,3,0
7776,67.0,1,Alpha,0.37,64.0,6,32.8,0.85,3,1
7777,452.1,0,Alpha,0.43,61.8,4,50.3,1.63,4,0
7778,76.6,1,Beta,0.85,56.9,8,69.7,0.81,2,2
7779,340.0,1,Beta,0.77,67.1,3,40.1,1.43,4,0
7780,207.9,1,Beta,0.42,64.7,7,84.4,0.98,2,1
7781,125.2,1,Gamma,0.8,66.2,1,53.9,1.47,3,0
7782,97.7,1,Alpha,0.75,58.8,10,75.0,1.88,3,0
7783,628.4,0,Gamma,0.58,70.0,9,35.4,2.17,4,0
7784,307.7,1,Alpha,0.35,60.0,7,68.7,0.63,3,0
7785,10.8,1,Gamma,0.85,66.4,10,30.0,0.89,3,0
7786,804.2,1,Beta,0.62,65.9,7,47.3,0.89,3,0
7787,191.0,1,Alpha,0.73,70.8,1,59.3,1.4,3,0
7788,325.5,1,Alpha,0.62,78.0,8,40.6,1.18,2,0
7789,201.2,1,Alpha,0.46,65.3,6,70.3,1.57,1,0
7790,544.1,1,Beta,0.43,59.4,4,71.5,0.82,2,1
7791,135.5,1,Beta,0.89,60.5,6,68.2,0.68,2,0
7792,91.8,1,Beta,0.64,66.1,8,85.4,1.18,2,1
7793,188.3,1,Beta,0.71,59.3,6,67.7,1.7,3,0
7794,216.3,1,Alpha,0.79,69.4,5,49.1,1.08,3,0
7795,128.3,1,Beta,0.54,65.3,3,60.8,0.65,2,1
7796,7.8,1,Beta,0.71,66.6,7,78.5,1.23,3,2
7797,260.8,1,Gamma,0.7,68.8,10,56.3,2.16,3,0
7798,63.4,1,Beta,0.65,67.7,3,58.4,0.86,3,0
7799,717.0,1,Alpha,0.36,67.8,8,87.5,1.24,3,1
7800,709.8,1,Gamma,0.32,65.4,2,39.4,0.65,2,0
7801,180.6,1,Beta,0.76,66.3,8,59.9,1.53,3,0
7802,669.0,0,Gamma,0.85,62.4,7,38.9,1.7,3,0
7803,179.5,1,Beta,0.78,70.1,2,73.4,1.06,3,1
7804,977.3,0,Alpha,0.61,58.2,2,34.1,1.78,5,1
7805,243.3,1,Beta,0.78,65.0,8,53.8,0.67,3,0
7806,121.5,1,Gamma,0.88,64.6,10,69.5,2.07,4,1
7807,475.5,1,Gamma,0.43,59.2,10,86.7,1.52,3,0
7808,319.5,1,Gamma,0.57,69.4,9,68.2,2.18,4,1
7809,330.7,0,Alpha,0.55,68.9,1,51.7,1.81,3,0
7810,465.3,1,Gamma,0.63,63.0,5,34.1,1.1,4,0
7811,114.9,1,Alpha,0.85,60.8,1,76.1,1.56,4,1
7812,721.4,0,Beta,0.54,69.3,5,65.1,1.62,3,0
7813,300.9,0,Gamma,0.57,68.4,9,39.2,0.97,3,0
7814,63.2,1,Beta,0.58,62.8,10,70.0,1.06,2,1
7815,542.5,1,Beta,0.34,68.5,6,78.6,1.48,3,0
7816,279.7,1,Beta,0.58,66.0,4,49.4,0.85,3,1
7817,302.6,1,Alpha,0.88,66.6,1,42.6,1.57,3,1
7818,992.8,0,Gamma,0.42,60.3,2,40.0,0.89,4,2
7819,6.3,1,Beta,0.54,71.4,5,88.3,1.22,4,0
7820,150.2,1,Alpha,0.4,67.6,4,44.3,0.84,5,0
7821,185.3,1,Gamma,0.86,74.6,5,80.7,1.89,3,1
7822,2.6,1,Alpha,0.77,68.0,6,85.9,2.0,3,1
7823,15.8,1,Gamma,0.75,63.3,3,55.1,1.06,2,0
7824,193.2,1,Alpha,0.34,63.5,8,83.0,1.94,3,1
7825,19.0,1,Beta,0.71,62.0,3,58.5,1.13,5,1
7826,1063.9,0,Alpha,0.66,61.6,5,86.3,1.07,3,0
7827,71.9,1,Alpha,0.67,58.6,2,48.0,1.24,4,1
7828,153.8,1,Gamma,0.67,71.2,4,75.4,0.68,2,0
7829,8.2,1,Alpha,0.32,67.9,9,79.5,0.56,3,0
7830,138.1,1,Alpha,0.39,64.2,4,30.4,1.68,2,0
7831,47.1,1,Gamma,0.34,62.0,7,64.7,0.91,4,1
7832,539.4,1,Gamma,0.46,72.4,5,88.2,1.73,3,1
7833,183.8,1,Beta,0.47,63.7,1,53.3,0.69,2,0
7834,10.1,1,Alpha,0.67,58.9,5,75.7,1.89,5,2
7835,774.9,0,Alpha,0.65,64.3,4,61.3,0.71,3,0
7836,350.2,0,Alpha,0.47,65.3,7,34.6,1.16,3,1
7837,25.0,1,Beta,0.66,61.6,10,76.1,1.57,3,3
7838,216.1,1,Alpha,0.73,63.5,7,72.4,1.58,4,0
7839,72.1,1,Alpha,0.42,66.3,8,61.0,1.65,3,0
7840,349.4,1,Gamma,0.71,64.2,6,77.4,1.89,3,1
7841,154.0,1,Gamma,0.73,63.0,5,60.3,1.64,4,0
7842,263.6,1,Alpha,0.89,63.9,1,34.5,1.91,3,0
7843,284.6,1,Beta,0.66,74.1,10,30.1,0.5,3,0
7844,248.6,1,Alpha,0.5,70.8,9,46.0,1.73,2,0
7845,269.0,1,Alpha,0.53,71.4,7,79.0,0.59,3,0
7846,13.3,1,Alpha,0.52,62.0,9,65.2,1.12,3,0
7847,343.0,1,Alpha,0.85,59.1,2,56.4,0.9,4,0
7848,511.8,1,Gamma,0.39,65.6,4,36.6,1.76,4,0
7849,322.7,1,Alpha,0.45,73.7,4,53.4,1.0,3,2
7850,687.1,1,Alpha,0.54,68.1,6,57.3,1.43,3,1
7851,131.7,1,Beta,0.84,62.3,6,55.2,1.38,2,2
7852,736.4,0,Gamma,0.42,68.2,6,65.5,1.91,4,0
7853,264.0,1,Alpha,0.46,60.6,2,79.2,0.76,5,0
7854,613.6,0,Gamma,0.9,65.0,3,69.6,1.82,4,2
7855,470.2,0,Beta,0.48,58.5,1,52.2,0.86,2,0
7856,86.6,1,Beta,0.71,66.0,6,85.6,0.7,3,1
7857,444.8,0,Beta,0.32,69.0,2,38.6,1.67,3,0
7858,16.0,1,Beta,0.75,65.9,4,53.2,1.13,3,0
7859,145.0,1,Alpha,0.53,72.8,5,61.9,1.82,4,0
7860,91.1,1,Alpha,0.6,71.5,2,68.0,0.54,2,0
7861,330.7,1,Beta,0.45,56.5,2,69.7,0.91,4,2
7862,417.9,0,Alpha,0.47,67.2,2,34.9,1.52,2,0
7863,1134.9,1,Gamma,0.67,66.5,5,73.1,0.85,3,0
7864,440.0,0,Gamma,0.44,63.3,7,55.5,1.33,4,0
7865,1199.0,0,Gamma,0.4,55.4,2,35.9,1.5,4,0
7866,0.8,1,Beta,0.89,69.1,6,89.5,1.02,3,2
7867,338.9,1,Gamma,0.63,67.1,1,74.5,1.92,3,0
7868,484.0,1,Gamma,0.8,63.4,3,67.4,1.01,3,1
7869,1.1,1,Gamma,0.67,57.6,8,89.8,1.34,4,0
7870,89.1,1,Gamma,0.36,63.4,10,36.8,1.52,3,1
7871,296.6,1,Alpha,0.66,71.1,7,56.5,1.17,3,0
7872,257.8,1,Gamma,0.82,69.6,9,78.7,0.76,2,2
7873,436.2,1,Alpha,0.8,64.0,1,76.2,0.63,2,0
7874,289.3,1,Alpha,0.38,66.6,9,44.1,0.82,2,1
7875,0.7,1,Gamma,0.85,58.9,10,83.2,0.97,2,1
7876,423.0,1,Gamma,0.37,59.6,7,73.5,1.05,3,0
7877,96.4,1,Alpha,0.47,66.6,5,58.1,1.01,1,0
7878,210.1,1,Beta,0.78,73.0,3,61.7,1.18,4,1
7879,277.3,1,Beta,0.61,60.3,7,77.0,1.41,2,0
7880,302.4,1,Gamma,0.87,67.2,2,71.6,2.0,4,0
7881,142.6,1,Beta,0.73,61.7,9,58.2,1.13,4,0
7882,242.9,1,Gamma,0.55,67.3,4,51.3,0.95,3,0
7883,312.1,1,Alpha,0.44,53.8,9,70.6,1.52,3,1
7884,411.0,0,Alpha,0.36,61.9,8,40.2,1.44,3,0
7885,219.7,1,Beta,0.83,64.9,7,85.5,1.45,3,1
7886,20.7,1,Beta,0.59,68.9,5,44.8,1.42,2,2
7887,367.7,1,Gamma,0.64,72.7,4,85.1,0.6,3,1
7888,40.4,1,Gamma,0.8,65.5,1,61.5,0.72,3,0
7889,21.1,1,Beta,0.53,67.0,1,61.4,1.22,3,1
7890,334.8,0,Gamma,0.56,69.6,4,48.9,1.47,3,0
7891,164.5,1,Alpha,0.63,57.9,9,51.0,1.97,3,0
7892,195.8,1,Alpha,0.67,72.7,9,77.3,0.6,2,2
7893,57.9,1,Beta,0.81,71.5,10,32.8,0.64,3,0
7894,516.0,1,Alpha,0.69,66.5,1,85.7,0.83,2,0
7895,128.7,1,Gamma,0.49,67.4,7,72.1,1.23,2,0
7896,34.9,1,Beta,0.88,70.1,8,51.5,1.22,2,1
7897,254.1,1,Alpha,0.85,63.8,1,89.5,1.54,2,1
7898,701.2,1,Beta,0.49,70.0,10,30.1,1.42,4,0
7899,339.8,0,Beta,0.54,53.9,1,39.5,1.21,3,2
7900,65.0,1,Beta,0.49,65.6,4,56.8,1.07,3,0
7901,30.4,1,Alpha,0.66,79.6,2,31.6,1.63,2,0
7902,561.2,0,Beta,0.36,57.7,9,81.2,1.26,4,2
7903,676.8,0,Gamma,0.46,61.5,2,53.6,1.35,3,0
7904,211.5,1,Alpha,0.65,70.1,4,58.2,0.82,3,0
7905,256.6,1,Beta,0.8,74.0,3,89.0,1.61,4,0
7906,15.4,1,Beta,0.62,64.4,8,72.7,1.26,4,0
7907,124.3,1,Beta,0.56,75.7,1,81.0,0.95,2,2
7908,39.9,1,Alpha,0.39,56.6,1,71.9,1.62,5,0
7909,387.3,1,Gamma,0.73,56.6,10,63.5,0.71,3,0
7910,371.8,0,Beta,0.36,65.5,1,30.1,1.4,3,1
7911,862.0,0,Gamma,0.76,60.8,4,86.9,2.2,3,1
7912,517.5,0,Alpha,0.67,62.4,8,41.9,1.86,3,0
7913,377.7,0,Gamma,0.56,64.8,7,83.1,1.68,3,1
7914,1099.8,1,Beta,0.82,66.4,1,32.6,1.37,2,0
7915,154.7,1,Beta,0.47,68.3,1,76.5,0.89,2,0
7916,35.2,1,Gamma,0.57,68.0,3,32.6,0.64,3,1
7917,153.7,1,Alpha,0.77,55.4,7,71.8,0.72,3,0
7918,180.7,1,Alpha,0.67,58.9,4,48.2,1.83,3,0
7919,95.6,1,Beta,0.8,69.4,7,60.2,0.99,3,0
7920,25.0,1,Beta,0.81,67.2,2,61.4,0.52,2,1
7921,315.5,1,Gamma,0.57,73.4,9,63.6,1.98,2,0
7922,524.2,1,Alpha,0.69,72.2,8,46.8,1.84,4,0
7923,462.6,0,Gamma,0.73,61.2,1,52.6,0.59,3,0
7924,1148.3,0,Gamma,0.46,61.4,5,42.0,1.18,3,0
7925,437.9,0,Gamma,0.55,65.8,2,83.3,1.42,2,1
7926,138.6,1,Gamma,0.54,63.1,5,86.0,1.21,3,1
7927,94.5,1,Gamma,0.77,64.1,9,61.1,0.75,3,0
7928,78.7,1,Alpha,0.81,61.7,9,42.9,0.72,1,2
7929,361.2,1,Beta,0.4,63.9,2,40.0,0.75,3,0
7930,68.5,1,Gamma,0.75,59.6,2,73.5,1.55,1,0
7931,400.9,1,Alpha,0.54,63.0,5,47.1,0.83,3,0
7932,449.2,0,Gamma,0.84,60.3,2,68.5,0.86,3,0
7933,3.0,1,Beta,0.77,75.7,4,83.6,1.62,2,1
7934,53.9,1,Gamma,0.73,76.0,7,80.5,1.7,3,2
7935,185.9,1,Alpha,0.59,71.0,2,62.8,1.07,3,0
7936,156.1,1,Beta,0.73,61.3,10,45.1,1.21,4,0
7937,296.9,1,Gamma,0.36,66.2,9,79.8,2.12,3,3
7938,145.5,1,Beta,0.49,55.5,9,71.4,0.69,2,0
7939,78.4,1,Alpha,0.34,61.2,3,60.8,0.82,2,0
7940,46.0,1,Gamma,0.76,60.4,8,66.6,0.77,3,1
7941,970.6,1,Beta,0.67,66.2,6,70.6,1.23,2,0
7942,592.4,1,Beta,0.39,61.1,8,84.2,1.67,2,1
7943,566.1,1,Beta,0.82,73.4,8,62.3,1.5,3,1
7944,702.3,0,Alpha,0.59,63.0,2,35.6,1.15,4,0
7945,109.0,1,Beta,0.64,73.7,3,40.7,0.59,4,0
7946,193.7,1,Alpha,0.82,69.1,8,60.0,1.0,2,1
7947,942.8,0,Gamma,0.57,66.0,2,50.6,2.12,5,0
7948,95.4,1,Alpha,0.78,58.5,3,81.0,0.89,3,1
7949,66.2,1,Beta,0.61,71.8,3,45.8,0.47,3,0
7950,559.7,0,Gamma,0.6,68.4,7,68.3,1.55,3,2
7951,92.8,1,Gamma,0.82,67.6,5,54.3,0.63,1,0
7952,491.0,1,Beta,0.65,63.0,8,37.7,0.74,4,0
7953,436.9,1,Gamma,0.75,67.1,4,74.1,1.69,4,0
7954,286.7,1,Gamma,0.77,63.6,3,60.4,1.53,2,0
7955,67.9,1,Alpha,0.69,63.9,1,81.0,0.73,1,1
7956,493.4,0,Alpha,0.47,68.8,10,49.9,1.66,3,0
7957,763.6,0,Gamma,0.67,70.2,7,39.5,1.98,3,1
7958,253.6,1,Beta,0.49,68.3,4,50.0,0.85,2,0
7959,96.7,1,Gamma,0.57,67.1,5,55.5,1.06,2,0
7960,726.1,1,Beta,0.44,60.8,3,32.9,0.82,4,0
7961,1.3,1,Alpha,0.35,56.4,8,48.8,1.05,2,0
7962,105.9,1,Alpha,0.68,72.7,1,87.7,1.28,3,1
7963,814.0,0,Gamma,0.57,58.0,1,40.3,0.77,2,0
7964,461.9,0,Gamma,0.76,64.2,9,72.1,1.23,2,0
7965,908.5,0,Gamma,0.52,60.5,8,33.2,1.9,4,0
7966,394.6,0,Alpha,0.54,72.1,6,38.5,1.89,5,0
7967,421.5,1,Gamma,0.61,63.7,7,60.8,1.49,3,1
7968,469.0,1,Gamma,0.3,70.8,2,49.7,2.05,4,0
7969,814.7,1,Beta,0.55,62.7,7,49.2,1.43,4,0
7970,240.8,1,Gamma,0.8,66.3,8,67.1,1.98,3,0
7971,338.7,0,Gamma,0.3,65.9,7,54.7,2.02,3,0
7972,376.7,1,Alpha,0.65,65.4,10,45.4,1.28,3,1
7973,903.3,0,Gamma,0.61,64.0,1,71.6,2.06,4,1
7974,258.8,1,Beta,0.32,65.2,6,82.8,1.3,4,0
7975,472.9,1,Alpha,0.73,72.9,7,74.7,1.28,3,0
7976,15.7,1,Beta,0.5,60.2,8,32.3,0.84,1,1
7977,461.7,1,Beta,0.89,65.7,1,79.8,0.61,2,3
7978,76.7,1,Gamma,0.53,61.4,4,64.4,1.04,2,0
7979,757.8,0,Alpha,0.51,71.0,2,56.4,1.92,3,0
7980,64.5,1,Beta,0.72,55.6,7,85.0,0.6,3,2
7981,26.3,1,Gamma,0.65,65.1,1,54.4,1.64,3,1
7982,519.3,1,Beta,0.77,64.4,9,31.0,1.77,3,0
7983,308.2,1,Beta,0.83,66.1,9,75.0,0.58,3,0
7984,205.2,1,Beta,0.8,70.1,8,36.9,0.56,2,0
7985,318.1,1,Gamma,0.51,61.1,10,33.1,0.68,2,1
7986,1127.5,0,Alpha,0.65,63.5,1,56.9,1.14,4,0
7987,775.2,1,Beta,0.74,63.6,4,40.0,1.29,3,0
7988,29.3,1,Beta,0.46,70.7,8,70.6,0.96,4,0
7989,207.5,1,Alpha,0.62,73.5,6,40.6,0.83,3,1
7990,426.5,0,Beta,0.33,59.2,1,71.9,1.67,3,0
7991,470.1,1,Alpha,0.75,63.1,7,69.8,1.51,2,0
7992,707.1,1,Gamma,0.59,58.1,4,75.0,1.2,4,1
7993,881.6,0,Alpha,0.61,66.0,8,65.6,1.37,4,2
7994,2.8,1,Beta,0.55,66.2,4,45.3,1.75,2,1
7995,489.3,0,Gamma,0.39,66.6,1,49.3,1.92,2,1
7996,25.5,1,Alpha,0.45,55.2,8,60.6,1.69,3,0
7997,123.7,1,Beta,0.43,65.3,10,33.6,1.39,2,0
7998,64.6,1,Beta,0.42,70.1,6,64.1,1.36,4,0
7999,315.6,1,Gamma,0.54,67.7,8,66.4,2.06,1,0
8000,339.3,1,Beta,0.72,67.8,10,60.2,1.5,4,0
8001,220.4,1,Beta,0.67,73.1,5,42.6,0.6,3,0
8002,969.9,1,Beta,0.75,71.2,5,86.0,0.82,1,0
8003,3.6,1,Beta,0.51,68.0,3,62.2,1.38,3,0
8004,320.1,0,Beta,0.61,72.7,8,44.5,0.91,3,0
8005,253.8,1,Alpha,0.39,73.3,4,63.3,1.4,3,1
8006,34.3,1,Alpha,0.68,73.8,4,46.5,0.79,3,1
8007,92.9,1,Alpha,0.72,65.0,7,80.0,0.88,4,0
8008,887.4,0,Alpha,0.58,67.6,4,36.2,0.67,3,0
8009,125.0,1,Beta,0.59,70.3,9,80.4,1.43,3,1
8010,37.7,1,Gamma,0.8,69.8,4,61.7,1.89,4,0
8011,83.3,1,Alpha,0.77,69.7,10,46.4,0.75,2,0
8012,204.6,1,Beta,0.43,67.9,7,83.3,1.23,2,1
8013,261.1,1,Gamma,0.48,58.3,7,62.8,0.99,2,0
8014,41.8,1,Gamma,0.71,66.6,1,90.0,0.96,3,2
8015,466.0,1,Alpha,0.58,63.9,7,59.7,1.24,3,0
8016,148.4,1,Beta,0.64,72.7,9,45.3,1.03,3,0
8017,352.4,0,Beta,0.7,75.3,7,74.3,1.37,3,1
8018,58.5,1,Alpha,0.66,59.4,10,38.6,0.78,3,0
8019,510.8,0,Gamma,0.41,64.3,1,87.8,1.74,3,1
8020,344.5,1,Alpha,0.37,65.4,2,75.8,1.55,4,0
8021,34.0,1,Beta,0.3,66.3,5,57.4,1.71,3,0
8022,222.6,1,Alpha,0.8,64.5,8,76.3,1.3,3,1
